0;41.621436;18.047724;30.021817;16.554823;38.047913;30.851679;49.379983;14.563109;24.84853;29.334238;22.893482;32.690369;42.448918;27.189348;46.450165;47.21815;66.013294;32.195628;25.675252;15.439033;39.722017;28.742797;22.030579
41.621436;0;36.185017;24.691644;34.020496;14.332659;20.91773;43.214779;31.020545;26.108158;18.465444;24.703846;33.539146;32.213563;20.49374;15.954397;19.156303;34.819854;24.790691;20.727531;33.778222;14.26412;33.251174;30.353435
18.047724;36.185017;0;23.839064;6.208849;34.00572;20.952008;47.100719;14.663112;20.273682;23.634085;20.186675;25.417764;34.084953;19.207146;41.08485;42.258384;61.760574;24.294134;18.858357;9.924107;32.032396;21.18874;15.950262
30.021817;24.691644;23.839064;0;20.644736;30.288998;10.474156;39.618122;20.69344;6.549371;8.500016;9.910558;12.757188;16.365218;12.0113;35.150484;28.258812;57.013411;5.051201;11.005873;17.194065;19.593611;17.402234;11.094928
16.554823;34.020496;6.208849;20.644736;0;32.085124;19.18476;45.99229;10.938199;16.734286;20.830363;17.275019;22.224754;32.109701;16.36244;39.212873;39.696971;60.325105;21.270858;16.059123;8.041998;30.039355;19.87754;12.141822
38.047913;14.332659;34.00572;30.288998;32.085124;0;24.754864;50.113661;28.056333;29.903857;24.508864;27.94601;37.256568;41.657454;21.851088;12.379022;27.257923;29.321506;30.443947;24.051961;33.528965;21.11358;37.069366;31.568806
30.851679;20.91773;20.952008;10.474156;19.18476;24.754864;0;41.207654;19.119588;11.924584;9.068033;14.159531;16.005144;20.255644;6.107261;28.442434;28.964831;50.853216;10.386381;8.33968;17.73208;13.973553;16.717167;12.726203
49.379983;43.214779;47.100719;39.618122;45.99229;50.113661;41.207654;0;47.048697;42.04868;36.095063;40.163578;42.156697;34.813952;40.619487;50.431473;52.457086;67.954982;43.075359;38.277337;43.218611;40.847136;8.018821;43.346306
14.563109;31.020545;14.663112;20.69344;10.938199;28.056333;19.119588;47.048697;0;16.144614;19.217288;16.505921;22.843906;33.994612;14.991482;34.817442;38.836908;56.019331;22.311453;14.581673;11.504922;27.069512;20.104451;12.674225
24.84853;26.108158;20.273682;6.549371;16.734286;29.903857;11.924584;42.04868;16.144614;0;10.342334;6.449034;15.634843;21.006789;11.834205;35.966427;28.994715;57.964166;8.033659;10.302703;12.981533;22.530284;17.83151;7.833849
29.334238;18.465444;23.634085;8.500016;20.830363;24.508864;9.068033;36.095063;19.217288;10.342334;0;10.387561;17.558267;19.330544;8.96109;28.789788;26.874964;50.900427;11.312785;5.89625;18.367636;14.083049;17.013759;14.373009
22.893482;24.703846;20.186675;9.910558;17.275019;27.94601;14.159531;40.163578;16.505921;6.449034;10.387561;0;20.305233;24.120915;13.176571;35.350279;27.862574;56.444247;12.203479;11.005102;12.901536;23.551998;20.702621;11.66068
32.690369;33.539146;25.417764;12.757188;22.224754;37.256568;16.005144;42.156697;22.843906;15.634843;17.558267;20.305233;0;17.94159;16.932385;40.157842;39.459878;62.46387;14.361582;17.345279;20.004977;23.739723;13.985636;12.989976
42.448918;32.213563;34.084953;16.365218;32.109701;41.657454;20.255644;34.813952;33.994612;21.006789;19.330544;24.120915;17.94159;0;23.839085;42.807043;35.569798;64.637755;17.071826;22.282908;28.837183;24.908054;20.510373;23.63
27.189348;20.49374;19.207146;12.0113;16.36244;21.851088;6.107261;40.619487;14.991482;11.834205;8.96109;13.176571;16.932385;23.839085;0;26.501404;29.805982;49.036852;12.94894;6.36347;15.929019;14.997788;17.482562;11.334939
